Users,id,fullname,date_joined,location,blog,num_tweets,following,followers,likes,lists
BillGates,50393960,Bill Gates,11:44 AM - 24 Jun 2009,"Seattle, WA",gatesnotes.com,3207,203,48438953,122,0
